vessel_id,mmsi,vessel_type,loa_m,draft_m,gross_tonnage,engine_power_kw,vessel_age_years,latitude,longitude,speed_knots,heading,distance_to_port_nm,timestamp,scheduled_eta,month,hour,day_of_week,is_weekend,estimated_service_time_hours,is_night,wind_speed_knots,wave_height_m,visibility_km,precipitation_mm,temperature_c,port_id,berth_id,berth_available_from,berth_max_length,berth_queue_length,crane_availability_ratio,port_congestion_index,traffic_density,port_avg_delay_last_24h,actual_delay_minutes,actual_arrival_time,assigned_berth,berth_waiting_time,berth_conflict_flag,congestion_level_future,queue_length_future
V00258,231165167,Tanker,227.5,10.46,70213,46025,12.9,25.3134,37.1634,13.7,110,53.6,2024-05-03T16:51:31,2024-05-03T20:46:30.917446,5,16,4,0,17.2,0,11.5,1.01,15.7,0.0,29.4,PORT_B,PORT_B_B06,2024-05-03T16:51:31,300,6,0.75,0.538,Medium,35.4,66.9,2024-05-03T21:53:24.917446,PORT_B_B06,51.1,1,0.994,8
V00495,492624016,Tanker,307.9,10.44,90726,20616,12.6,34.8759,53.9614,14.0,17,7.8,2024-02-06T19:12:16,2024-02-06T19:45:46.334692,2,19,1,0,24.7,0,9.8,0.79,12.3,2.2,11.8,PORT_D,PORT_D_B02,2024-02-06T19:12:16,380,4,0.861,0.476,Medium,23.4,57.5,2024-02-06T20:43:16.334692,PORT_D_B02,40.7,0,0.867,2
V00229,698906880,Tanker,309.4,17.77,78577,53276,16.2,37.1781,53.9708,13.1,179,130.7,2024-08-12T07:57:21,2024-08-12T17:54:29.148108,8,7,0,0,28.0,0,4.9,0.4,15.8,0.0,18.8,PORT_D,PORT_D_B06,2024-08-12T07:57:21,340,4,0.664,0.476,Medium,30.2,41.4,2024-08-12T18:35:53.148108,PORT_D_B06,40.0,0,0.858,6
V00035,548195936,Container,218.4,14.15,58673,66963,1.2,20.1603,29.7932,17.7,127,15.7,2024-06-05T07:34:30,2024-06-05T08:27:52.069846,6,7,2,0,16.3,0,16.2,1.0,12.7,0.0,29.7,PORT_A,PORT_A_B11,2024-06-05T07:34:30,340,4,0.826,0.396,Low,24.2,49.1,2024-06-05T09:16:58.069846,PORT_A_B11,34.3,0,0.733,3
V00475,718840706,VLCC,322.0,19.23,143118,86785,12.8,43.6634,69.6434,12.7,14,83.0,2024-02-02T19:08:52,2024-02-03T01:40:08.367657,2,19,4,0,15.2,0,15.2,1.18,15.4,1.6,17.8,PORT_F,PORT_F_B06,2024-10-01T04:46:10.488576,380,6,0.765,0.421,Low,31.9,66.4,2024-02-03T02:46:32.367657,PORT_F_B06,347211.7,1,0.779,6
V00169,636344400,Bulk Carrier,212.2,8.51,99734,30087,7.2,19.5948,29.7458,13.1,32,28.7,2024-07-13T07:27:29,2024-07-13T09:38:50.954477,7,7,5,1,30.9,0,3.5,0.23,15.6,0.0,19.6,PORT_A,PORT_A_B11,2024-07-13T07:27:29,340,7,0.629,0.396,Low,10.6,43.0,2024-07-13T10:21:50.954477,PORT_A_B11,61.7,1,0.697,8
V00565,359272240,Bulk Carrier,277.2,12.37,23108,27148,0.5,19.7143,30.05,13.6,350,17.4,2024-08-20T21:44:54,2024-08-20T23:01:47.524644,8,21,1,0,6.5,1,12.0,0.71,12.9,0.0,27.5,PORT_A,PORT_A_B01,2024-11-09T20:24:06.817445,300,5,0.755,0.396,Low,12.1,49.9,2024-08-20T23:51:41.524644,PORT_A_B01,116472.8,1,0.783,10
V00131,761333670,General Cargo,92.8,6.42,17707,12688,6.8,28.7868,45.6922,13.4,14,75.1,2023-12-08T04:40:42,2023-12-08T10:18:06.573268,12,4,4,0,21.6,1,1.7,0.07,17.6,0.5,16.7,PORT_C,PORT_C_B10,2023-12-08T04:40:42,300,4,0.821,0.239,Low,15.4,16.8,2023-12-08T10:34:54.573268,PORT_C_B10,32.7,0,0.562,4
V00150,426161868,Bulk Carrier,167.5,13.64,68355,23396,1.2,50.3434,77.6815,14.1,137,28.1,2024-04-11T20:59:02,2024-04-11T22:58:51.008140,4,20,3,0,14.7,0,6.2,0.46,18.4,0.0,26.4,PORT_G,PORT_G_B09,2024-11-12T04:34:33.535466,340,3,0.831,0.432,Medium,24.6,32.5,2024-04-11T23:31:21.008140,PORT_G_B09,308492.5,1,0.726,1
V00374,509893264,Car Carrier,185.4,8.43,31222,31017,10.6,34.9084,55.2366,17.8,274,74.4,2023-01-02T04:35:30,2023-01-02T08:45:59.167115,1,4,0,0,28.3,1,16.4,1.04,13.6,0.5,12.0,PORT_D,PORT_D_B11,2023-01-15T09:47:18.688036,230,5,0.772,0.697,Medium,47.6,62.4,2023-01-02T09:48:23.167115,PORT_D_B11,18764.5,1,1.0,8
V00469,786905285,Cruise,307.0,9.04,90668,61714,0.5,45.2769,73.3419,19.6,265,201.2,2023-04-25T12:17:22,2023-04-25T22:33:36.831349,4,12,1,0,33.0,0,22.9,2.45,15.4,0.0,32.3,PORT_F,PORT_F_B11,2023-04-25T12:17:22,340,6,0.772,0.55,Medium,32.3,89.2,2023-04-26T00:02:48.831349,PORT_F_B11,48.9,1,0.932,8
V00267,427268504,Bulk Carrier,247.5,9.2,72819,12887,0.5,55.0386,85.6672,14.2,96,20.1,2023-12-24T00:48:13,2023-12-24T02:12:50.986832,12,0,6,1,15.2,1,7.7,0.54,14.9,1.3,12.4,PORT_H,PORT_H_B04,2023-12-24T00:48:13,260,4,0.835,0.404,Low,29.9,44.0,2023-12-24T02:56:50.986832,PORT_H_B04,41.0,0,0.899,3
V00543,203044649,Car Carrier,144.0,9.29,49019,31176,0.5,48.618,76.5497,16.2,46,120.2,2024-08-12T12:32:14,2024-08-12T19:56:17.209090,8,12,0,0,19.2,0,11.8,0.93,15.1,0.0,21.5,PORT_G,PORT_G_B10,2024-08-12T12:32:14,180,4,0.798,0.432,Low,20.9,43.7,2024-08-12T20:39:59.209090,PORT_G_B10,48.2,0,0.805,12
V00249,651125672,Container,317.8,10.79,23252,66200,7.7,35.2358,54.1827,17.4,217,17.9,2023-10-28T19:37:56,2023-10-28T20:39:34.724609,10,19,5,1,14.5,0,12.9,1.17,10.8,0.0,15.0,PORT_D,PORT_D_B02,2024-02-07T21:25:10.578446,380,4,0.867,0.124,Low,3.4,23.5,2023-10-28T21:03:04.724609,PORT_D_B02,146939.0,1,0.362,4
V00039,426541100,Bulk Carrier,202.4,12.36,91254,45483,12.1,30.4339,44.683,13.6,108,83.2,2023-02-10T01:59:46,2023-02-10T08:08:09.661597,2,1,4,0,34.3,1,3.3,0.2,11.3,0.7,18.0,PORT_C,PORT_C_B10,2023-12-09T08:09:30.648174,300,5,0.79,0.276,Low,19.5,41.7,2023-02-10T08:49:51.661597,PORT_C_B10,434879.7,1,0.63,5
V00196,411564863,General Cargo,113.4,8.85,8730,4127,10.4,50.0813,77.6716,12.2,103,20.3,2023-06-17T11:40:15,2023-06-17T13:19:51.980230,6,11,5,1,12.1,0,21.3,1.48,15.5,0.0,30.2,PORT_G,PORT_G_B04,2024-03-24T06:22:38.473204,300,3,0.777,0.342,Low,23.2,45.7,2023-06-17T14:05:33.980230,PORT_G_B04,404201.6,1,0.518,4
V00033,607437182,Container,363.8,11.92,38651,23957,7.2,40.889,60.2122,17.5,116,119.8,2023-06-14T02:38:05,2023-06-14T09:28:28.593646,6,2,2,0,24.1,1,7.5,0.55,15.3,0.0,35.7,PORT_E,PORT_E_B06,2023-09-11T02:57:45.245633,380,6,0.634,0.788,Medium,48.9,75.3,2023-06-14T10:43:46.593646,PORT_E_B06,127743.7,1,1.0,7
V00063,314257752,Tanker,278.3,13.5,33943,22039,2.3,40.2854,62.4065,13.2,234,29.8,2023-11-09T23:50:13,2023-11-10T02:05:37.901132,11,23,3,0,20.3,1,4.4,0.29,12.6,1.3,4.1,PORT_E,PORT_E_B06,2023-11-09T23:50:13,380,5,0.837,0.533,Medium,26.4,49.3,2023-11-10T02:54:55.901132,PORT_E_B06,46.2,1,0.765,4
V00093,430035023,General Cargo,117.5,6.43,35400,6353,26.4,51.0176,76.2531,11.6,120,121.3,2024-08-03T08:58:28,2024-08-03T19:25:30.570075,8,8,5,1,27.6,0,11.4,1.08,9.1,0.0,26.7,PORT_G,PORT_G_B11,2024-08-03T08:58:28,230,5,0.754,0.432,Low,32.0,54.9,2024-08-03T20:20:24.570075,PORT_G_B11,40.1,1,0.818,6
V00456,521549250,Tanker,203.2,12.98,61469,17054,1.2,34.6168,56.7063,13.7,278,164.0,2023-06-30T16:31:18,2023-07-01T04:28:58.627776,6,16,4,0,7.4,0,2.5,0.11,14.0,0.0,26.2,PORT_D,PORT_D_B01,2024-02-15T00:56:12.546894,260,2,0.864,0.0,Low,11.3,0.0,2023-07-01T04:28:58.627776,PORT_D_B01,329582.9,1,0.186,2
V00133,537352359,Container,213.6,11.48,36068,30955,2.7,24.6679,37.8486,17.7,24,21.9,2024-06-07T17:12:53,2024-06-07T18:27:03.075375,6,17,4,0,34.8,0,2.1,0.13,16.8,0.0,35.5,PORT_B,PORT_B_B01,2024-06-16T17:23:56.602234,380,5,0.703,0.538,Medium,31.0,41.4,2024-06-07T19:08:27.075375,PORT_B_B01,12896.3,1,0.89,10
V00070,320117055,Tanker,245.5,18.42,78599,22332,0.6,35.6902,55.4435,14.1,244,96.0,2023-06-22T16:54:37,2023-06-22T23:44:24.757598,6,16,3,0,15.9,0,6.5,0.6,17.2,0.0,30.7,PORT_D,PORT_D_B01,2023-07-01T11:50:29.052298,260,1,0.867,0.149,Low,2.0,6.7,2023-06-22T23:51:06.757598,PORT_D_B01,12250.1,1,0.1,0
V00213,504713333,General Cargo,153.8,6.19,8866,8319,2.7,43.69,73.0526,12.7,38,481.1,2023-03-10T22:55:41,2023-03-12T12:48:13.504433,3,22,4,0,19.3,1,13.6,1.13,17.4,0.0,19.9,PORT_G,PORT_G_B01,2023-11-15T18:47:07.590996,180,2,0.849,0.144,Low,8.8,17.9,2023-03-12T13:06:07.504433,PORT_G_B01,357485.9,1,0.25,1
V00375,703260609,Tanker,252.2,15.49,64769,28389,6.7,19.5362,29.8176,13.8,21,29.9,2023-12-15T08:31:09,2023-12-15T10:41:14.958600,12,8,4,0,32.2,0,15.7,1.77,7.5,6.5,13.1,PORT_A,PORT_A_B05,2024-05-17T06:10:27.252735,340,4,0.798,0.339,Low,22.5,55.8,2023-12-15T11:37:02.958600,PORT_A_B05,221465.9,1,0.534,4
V00325,770073086,Tanker,277.3,11.21,67296,19350,4.8,24.7958,38.342,13.9,300,23.9,2024-11-19T02:32:13,2024-11-19T04:15:29.166417,11,2,1,0,18.3,1,0.7,0.03,16.1,1.1,8.6,PORT_B,PORT_B_B00,2024-11-19T02:32:13,340,9,0.749,0.538,Medium,30.2,81.4,2024-11-19T05:36:53.166417,PORT_B_B00,75.2,1,0.976,11
V00514,524474226,Cruise,264.8,9.72,85009,56439,2.0,35.9456,64.9118,21.2,324,299.5,2024-11-03T22:37:25,2024-11-04T12:43:57.110887,11,22,6,1,15.4,1,8.8,0.66,16.3,0.8,17.4,PORT_E,PORT_E_B07,2024-11-03T22:37:25,340,7,0.791,0.52,Medium,25.2,66.4,2024-11-04T13:50:21.110887,PORT_E_B07,58.4,1,0.928,12
V00530,585123111,Tanker,195.5,13.06,52022,17355,11.7,54.1265,85.6665,13.6,20,56.1,2024-11-19T06:52:59,2024-11-19T11:00:46.978153,11,6,1,0,17.7,0,18.8,1.93,17.3,1.9,14.6,PORT_H,PORT_H_B00,2024-11-19T06:52:59,340,7,0.667,0.513,Medium,31.7,66.1,2024-11-19T12:06:52.978153,PORT_H_B00,56.4,1,0.958,8
V00296,651034640,Container,359.9,10.72,74448,22276,3.1,49.7305,78.7532,18.2,289,48.0,2024-11-22T10:23:06,2024-11-22T13:01:08.833625,11,10,4,0,8.3,0,7.8,0.42,16.1,1.6,6.2,PORT_G,PORT_G_B06,2024-11-22T10:23:06,380,5,0.696,0.432,Low,23.8,42.7,2024-11-22T13:43:50.833625,PORT_G_B06,41.4,1,0.726,11
V00285,316070150,Feeder,127.6,4.01,14373,5473,16.2,36.6601,54.2888,11.7,189,101.1,2023-11-01T19:06:51,2023-11-02T03:44:47.905020,11,19,2,0,18.2,0,7.0,0.5,16.0,2.2,6.1,PORT_D,PORT_D_B08,2024-03-21T01:25:47.494418,150,2,0.876,0.21,Low,6.4,21.2,2023-11-02T04:05:59.905020,PORT_D_B08,201461.4,1,0.297,0
V00022,274684277,Tanker,209.3,10.77,103532,51365,8.0,44.3065,70.4827,13.8,325,50.7,2024-06-25T01:56:44,2024-06-25T05:36:33.594923,6,1,1,0,5.3,1,11.2,1.16,14.9,0.0,30.0,PORT_F,PORT_F_B08,2024-06-25T01:56:44,300,5,0.823,0.421,Low,22.8,61.2,2024-06-25T06:37:45.594923,PORT_F_B08,41.0,1,0.817,4
V00413,326128313,Tanker,293.7,11.22,41793,22411,3.2,54.6241,86.9141,14.0,292,59.3,2024-09-24T00:47:25,2024-09-24T05:01:19.852966,9,0,1,0,19.9,1,9.1,0.66,13.4,0.0,31.8,PORT_H,PORT_H_B01,2024-10-07T02:46:46.540909,340,6,0.753,0.513,Medium,30.4,59.1,2024-09-24T06:00:25.852966,PORT_H_B01,18579.3,1,0.904,7
V00024,285675981,Car Carrier,184.6,9.79,24084,12751,2.1,54.7169,85.2983,17.2,68,45.4,2024-08-23T16:54:31,2024-08-23T19:32:34.011271,8,16,4,0,31.5,0,10.9,1.08,14.7,0.0,23.7,PORT_H,PORT_H_B07,2024-08-23T16:54:31,300,4,0.684,0.513,Medium,24.4,58.1,2024-08-23T20:30:40.011271,PORT_H_B07,36.1,0,0.934,6
V00123,770292351,Tanker,316.5,9.67,43472,51279,11.0,36.157,58.6497,13.5,41,305.9,2024-06-15T09:15:46,2024-06-16T07:53:28.730197,6,9,5,1,13.2,0,2.4,0.13,17.1,0.0,26.8,PORT_E,PORT_E_B06,2024-06-15T09:15:46,380,5,0.593,0.52,Medium,35.8,42.8,2024-06-16T08:36:16.730197,PORT_E_B06,47.4,1,0.889,5
V00205,386860434,General Cargo,127.4,9.31,34559,7786,14.1,34.7935,51.3096,12.7,85,161.9,2023-08-10T13:37:35,2023-08-11T02:21:23.476516,8,13,3,0,30.9,0,1.0,0.04,18.2,0.0,22.9,PORT_D,PORT_D_B07,2024-07-17T02:08:04.964360,150,4,0.903,0.208,Low,8.8,31.2,2023-08-11T02:52:35.476516,PORT_D_B07,491028.2,1,0.438,5
V00511,552194059,Tanker,322.4,14.75,45560,18458,5.6,44.9466,69.8545,12.4,69,9.3,2023-04-18T10:47:40,2023-04-18T11:32:44.615805,4,10,1,0,22.8,0,17.7,1.43,16.7,0.0,29.0,PORT_F,PORT_F_B10,2023-04-18T10:47:40,340,6,0.652,0.613,Medium,29.2,63.4,2023-04-18T12:36:08.615805,PORT_F_B10,51.3,1,0.939,8
V00125,399528038,Container,261.2,12.78,94747,23760,2.3,34.9021,53.7974,17.8,64,13.5,2023-12-13T12:22:30,2023-12-13T13:07:59.527568,12,12,2,0,28.0,0,0.8,0.03,14.4,0.6,11.7,PORT_D,PORT_D_B02,2023-12-13T12:22:30,380,7,0.754,0.542,Medium,31.5,56.9,2023-12-13T14:04:53.527568,PORT_D_B02,70.6,1,0.889,14
V00516,239956219,Container,207.0,15.33,70308,43568,7.1,39.8712,62.0921,18.0,324,9.5,2024-11-13T02:25:01,2024-11-13T02:56:42.691012,11,2,2,0,30.4,1,12.8,0.99,11.3,0.3,11.1,PORT_E,PORT_E_B01,2024-11-13T02:25:01,260,5,0.732,0.52,Medium,24.0,59.3,2024-11-13T03:56:00.691012,PORT_E_B01,50.9,1,0.911,11
V00119,262795958,Container,284.3,14.01,37231,31229,0.5,19.992,28.53,17.0,89,88.2,2024-08-08T01:21:47,2024-08-08T06:33:41.270199,8,1,3,0,29.1,1,4.9,0.3,20.1,0.0,27.4,PORT_A,PORT_A_B11,2024-08-08T01:21:47,340,7,0.741,0.396,Low,22.9,45.6,2024-08-08T07:19:17.270199,PORT_A_B11,69.1,1,0.735,10
V00342,213169873,Container,213.4,10.37,98076,44070,0.5,58.018,86.148,18.3,182,181.3,2023-10-30T08:57:17,2023-10-30T18:50:45.048624,10,8,0,0,18.9,0,10.7,0.67,20.5,0.0,16.2,PORT_H,PORT_H_B07,2024-08-25T03:59:21.118598,300,7,0.697,0.705,Medium,43.5,80.7,2023-10-30T20:11:27.048624,PORT_H_B07,431096.9,1,1.0,7
V00227,798509919,Tanker,172.9,18.36,63553,36626,7.2,54.8917,85.941,14.2,28,7.4,2023-08-07T13:32:14,2023-08-07T14:03:31.764728,8,13,0,0,4.8,0,14.3,1.27,13.2,0.0,24.7,PORT_H,PORT_H_B08,2024-12-21T21:30:07.494032,200,5,0.779,0.454,Low,35.9,62.4,2023-08-07T15:05:55.764728,PORT_H_B08,723306.6,1,0.812,6
V00149,366910923,RoRo,207.9,7.54,28111,27942,7.8,30.436,45.8587,15.5,162,27.5,2023-01-18T11:56:27,2023-01-18T13:43:08.002371,1,11,2,0,34.7,0,2.4,0.11,17.1,0.6,16.2,PORT_C,PORT_C_B04,2023-08-17T16:50:51.124003,380,4,0.801,0.463,Medium,26.9,31.6,2023-01-18T14:14:44.002371,PORT_C_B04,304036.6,1,0.651,0
V00169,636344400,Bulk Carrier,212.2,8.51,99734,30087,7.2,54.8537,85.2355,13.4,79,46.7,2023-11-24T04:40:37,2023-11-24T08:09:07.220298,11,4,4,0,19.0,1,3.4,0.15,18.8,1.6,5.8,PORT_H,PORT_H_B05,2023-11-30T14:00:24.089042,300,2,0.779,0.284,Low,15.2,29.8,2023-11-24T08:38:55.220298,PORT_H_B05,8977.9,1,0.531,2
V00211,748868900,General Cargo,115.1,8.84,19067,10198,7.9,25.3475,38.9341,12.0,249,59.8,2023-08-28T07:52:24,2023-08-28T12:52:29.112323,8,7,0,0,23.1,0,9.0,0.85,16.1,0.0,28.2,PORT_B,PORT_B_B11,2023-08-28T07:52:24,150,9,0.745,0.612,Medium,33.0,76.1,2023-08-28T14:08:35.112323,PORT_B_B11,77.8,1,1.0,9
V00146,311225159,Bulk Carrier,174.6,12.89,71541,30922,3.6,45.4764,69.4272,13.5,129,44.7,2023-06-05T03:04:26,2023-06-05T06:23:20.951140,6,3,0,0,13.5,1,3.5,0.18,14.8,0.0,27.2,PORT_F,PORT_F_B04,2024-04-12T07:06:15.660241,340,5,0.772,0.591,Medium,40.8,62.6,2023-06-05T07:25:56.951140,PORT_F_B04,449302.2,1,1.0,4
V00527,677488538,Container,326.6,15.8,96103,67637,9.7,25.3031,37.5795,17.9,125,31.1,2023-09-04T06:59:13,2023-09-04T08:43:31.496774,9,6,0,0,28.1,0,4.9,0.41,13.9,0.0,18.3,PORT_B,PORT_B_B00,2024-11-19T23:54:10.035725,340,6,0.701,0.598,Medium,42.5,55.6,2023-09-04T09:39:07.496774,PORT_B_B00,637387.3,1,1.0,9
V00265,695744936,Container,254.1,11.09,98969,53617,5.5,34.1578,55.9818,17.2,293,129.2,2024-05-21T05:19:37,2024-05-21T12:50:37.957899,5,5,1,0,28.9,1,8.5,0.48,8.6,0.0,30.3,PORT_D,PORT_D_B02,2024-05-21T05:19:37,380,4,0.608,0.476,Low,31.6,40.9,2024-05-21T13:31:31.957899,PORT_D_B02,35.5,0,0.792,4
V00031,383758721,General Cargo,104.2,8.36,31656,6564,10.4,20.4197,29.7344,12.6,147,29.8,2024-04-28T02:44:20,2024-04-28T05:06:09.435145,4,2,6,1,22.8,1,4.9,0.32,18.0,0.0,18.5,PORT_A,PORT_A_B07,2024-11-09T07:10:51.833585,200,3,0.783,0.396,Low,29.0,40.3,2024-04-28T05:46:27.435145,PORT_A_B07,280911.4,1,0.696,7
V00252,577698144,Tanker,205.7,17.77,46553,35484,0.5,21.8331,26.1011,13.6,115,258.5,2024-05-14T16:54:29,2024-05-15T11:55:46.719147,5,16,1,0,27.0,0,24.2,1.66,14.8,0.0,20.1,PORT_A,PORT_A_B00,2024-05-14T16:54:29,300,4,0.732,0.396,Low,17.2,48.4,2024-05-15T12:44:10.719147,PORT_A_B00,37.0,0,0.765,6
V00240,283197118,Bulk Carrier,263.7,8.15,16880,22944,5.4,39.9608,62.031,13.2,321,3.0,2024-07-27T14:10:07,2024-07-27T14:23:46.837105,7,14,5,1,5.1,0,9.8,0.76,16.8,0.0,27.9,PORT_E,PORT_E_B06,2024-07-27T14:10:07,380,5,0.787,0.52,Medium,25.7,55.3,2024-07-27T15:19:04.837105,PORT_E_B06,49.2,1,0.87,5
V00432,456415501,LNG Carrier,311.9,11.24,94666,83657,5.1,50.1003,81.4485,19.4,268,207.0,2023-10-17T09:46:46,2023-10-17T20:25:40.518074,10,9,1,0,16.7,0,0.8,0.05,12.3,0.0,15.5,PORT_G,PORT_G_B09,2024-04-12T14:11:36.006553,340,6,0.708,0.651,Medium,42.9,41.8,2023-10-17T21:07:28.518074,PORT_G_B09,255961.2,1,0.875,8
V00599,531769777,RoRo,203.8,6.63,19462,14381,16.4,30.009,46.4332,15.8,268,26.0,2023-07-08T02:20:29,2023-07-08T03:59:28.674479,7,2,5,1,27.8,1,2.4,0.12,15.2,0.0,25.9,PORT_C,PORT_C_B06,2024-07-03T11:55:13.499254,340,1,0.788,0.192,Low,4.2,9.0,2023-07-08T04:08:28.674479,PORT_C_B06,520317.9,1,0.462,5
V00589,535489453,Feeder,67.2,5.54,8615,3584,21.6,39.3887,61.5829,11.3,34,44.4,2023-09-24T17:32:17,2023-09-24T21:28:53.607800,9,17,6,1,11.8,0,23.5,2.7,13.7,0.0,21.9,PORT_E,PORT_E_B03,2024-12-01T16:27:36.487542,300,3,0.815,0.322,Low,22.3,55.6,2023-09-24T22:24:29.607800,PORT_E_B03,624627.7,1,0.759,5
V00191,536808456,Bulk Carrier,207.5,11.11,18992,16651,10.7,43.4374,70.6394,13.5,337,101.3,2024-05-23T12:22:59,2024-05-23T19:53:07.890595,5,12,3,0,25.0,0,0.7,0.04,15.5,0.0,31.6,PORT_F,PORT_F_B09,2024-05-23T12:22:59,340,4,0.801,0.421,Medium,34.2,34.8,2024-05-23T20:27:55.890595,PORT_F_B09,35.3,0,0.764,6
V00213,504713333,General Cargo,153.8,6.19,8866,8319,2.7,45.4445,70.4628,12.1,226,38.5,2023-07-11T01:48:21,2023-07-11T04:58:30.048577,7,1,1,0,14.9,1,10.9,0.74,15.8,0.0,29.6,PORT_F,PORT_F_B04,2023-07-11T01:48:21,340,8,0.784,0.535,Medium,25.2,46.4,2023-07-11T05:44:54.048577,PORT_F_B04,70.5,1,0.909,10
V00577,302097644,Bulk Carrier,291.1,11.04,49800,42435,14.5,29.7433,45.8089,14.4,36,19.2,2024-12-10T18:14:41,2024-12-10T19:34:40.637333,12,18,1,0,10.4,0,5.7,0.38,17.3,0.9,15.4,PORT_C,PORT_C_B02,2024-12-10T18:14:41,380,3,0.787,0.497,Medium,35.0,51.8,2024-12-10T20:26:28.637333,PORT_C_B02,34.1,0,0.885,3
V00528,589431175,Feeder,80.9,4.32,12163,5509,0.5,28.214,46.8701,12.4,334,119.2,2023-11-16T17:06:45,2023-11-17T02:45:13.706405,11,17,3,0,17.8,0,7.6,0.68,14.8,0.9,10.3,PORT_C,PORT_C_B00,2023-11-16T17:06:45,180,6,0.886,0.079,Low,2.1,28.0,2023-11-17T03:13:13.706405,PORT_C_B00,49.6,1,0.383,6
V00412,321827952,VLCC,305.0,20.05,144512,87554,0.5,20.5968,29.0385,10.7,121,67.9,2024-05-05T08:14:39,2024-05-05T14:35:36.436903,5,8,6,1,25.9,0,34.4,3.86,17.2,0.0,26.6,PORT_A,PORT_A_B05,2024-05-05T08:14:39,340,3,0.814,0.396,Low,25.9,64.4,2024-05-05T15:40:00.436903,PORT_A_B05,25.3,0,0.79,2
V00519,345668164,Cruise,324.1,7.81,109537,47792,1.1,19.3919,30.2247,19.7,339,38.9,2024-10-31T07:16:11,2024-10-31T09:14:47.009160,10,7,3,0,34.7,0,19.6,1.57,16.1,0.0,19.9,PORT_A,PORT_A_B11,2024-10-31T07:16:11,340,8,0.728,0.396,Low,30.5,62.5,2024-10-31T10:17:17.009160,PORT_A_B11,76.0,1,0.73,9
V00205,386860434,General Cargo,127.4,9.31,34559,7786,14.1,40.3882,61.6151,12.8,135,32.8,2023-12-29T06:36:24,2023-12-29T09:09:53.417127,12,6,4,0,4.9,0,2.8,0.18,13.7,0.4,15.4,PORT_E,PORT_E_B02,2023-12-29T06:36:24,260,1,0.805,0.218,Low,2.1,24.8,2023-12-29T09:34:41.417127,PORT_E_B02,9.1,0,0.374,1
V00402,588457632,Container,187.4,10.38,110643,28683,6.1,24.0033,36.8546,17.6,48,91.1,2023-02-24T11:29:47,2023-02-24T16:40:07.296870,2,11,4,0,5.9,0,8.6,0.68,16.9,1.6,15.0,PORT_B,PORT_B_B02,2023-03-05T00:50:05.074685,300,1,0.806,0.224,Low,10.6,15.6,2023-02-24T16:55:43.296870,PORT_B_B02,12007.1,1,0.21,2
V00256,436801620,Car Carrier,169.5,9.4,33266,10244,3.2,35.0339,53.9912,16.1,165,2.1,2024-09-24T23:26:51,2024-09-24T23:34:39.308593,9,23,1,0,13.8,1,13.6,0.86,15.8,0.0,20.4,PORT_D,PORT_D_B00,2024-09-24T23:26:51,180,4,0.721,0.476,Medium,23.8,59.8,2024-09-25T00:34:27.308593,PORT_D_B00,33.5,0,0.893,6
V00284,375842195,Car Carrier,145.3,9.01,13579,13708,34.5,44.9581,70.0871,15.6,295,5.8,2024-10-02T09:16:08,2024-10-02T09:38:28.525306,10,9,2,0,17.5,0,11.6,0.91,22.8,0.0,14.9,PORT_F,PORT_F_B11,2024-10-02T09:16:08,340,4,0.862,0.421,Low,23.5,62.3,2024-10-02T10:40:46.525306,PORT_F_B11,36.1,0,0.836,6
V00325,770073086,Tanker,277.3,11.21,67296,19350,4.8,24.3964,38.5818,13.5,316,50.3,2024-04-11T00:56:30,2024-04-11T04:40:31.881661,4,0,3,0,26.1,1,8.1,0.58,12.9,0.0,32.5,PORT_B,PORT_B_B00,2024-04-11T00:56:30,340,5,0.718,0.538,Medium,29.8,42.5,2024-04-11T05:23:01.881661,PORT_B_B00,43.2,1,0.894,9
V00201,638508550,Tanker,272.0,16.62,96125,26235,5.4,50.5317,76.6206,13.1,111,88.7,2024-10-09T10:27:44,2024-10-09T17:14:37.568816,10,10,2,0,14.1,0,22.8,1.83,15.1,0.0,21.7,PORT_G,PORT_G_B07,2024-10-09T10:27:44,300,3,0.793,0.432,Medium,34.4,54.2,2024-10-09T18:08:49.568816,PORT_G_B07,31.4,0,0.796,10
V00285,316070150,Feeder,127.6,4.01,14373,5473,16.2,25.0329,37.9946,12.3,170,2.0,2023-03-09T09:23:29,2023-03-09T09:33:15.127960,3,9,3,0,21.5,0,3.2,0.22,15.7,0.0,14.3,PORT_B,PORT_B_B03,2023-07-03T12:42:20.207481,200,2,0.75,0.293,Low,22.8,25.7,2023-03-09T09:58:57.127960,PORT_B_B03,167226.7,1,0.369,3
V00444,484566045,Container,334.8,13.24,29653,33610,0.5,45.1573,70.7077,18.6,257,43.5,2024-01-26T05:05:13,2024-01-26T07:25:51.950605,1,5,4,0,10.9,1,3.7,0.18,7.3,2.4,8.1,PORT_F,PORT_F_B10,2024-01-26T05:05:13,340,4,0.685,0.421,Low,28.1,42.6,2024-01-26T08:08:27.950605,PORT_F_B10,35.6,0,0.759,4
V00279,322824733,Container,362.4,12.59,44871,51622,9.8,54.9846,85.9595,18.3,69,2.6,2024-09-03T17:05:49,2024-09-03T17:14:21.253090,9,17,1,0,33.7,0,1.1,0.07,15.4,0.0,21.0,PORT_H,PORT_H_B03,2024-09-03T17:05:49,340,4,0.745,0.513,Medium,29.6,48.6,2024-09-03T18:02:57.253090,PORT_H_B03,34.9,0,0.832,9
